EVENT_NAME,EVENT_TYPE,IMPACT,PLACE_ID,EVENT_DATE
Music Festival in Albany (USA),Festival,Low,StateSt_Albany_USA,2023-08-29 00:00:00
Food Festival in Troy (USA),Festival,High,LarkSt_Troy_USA,2016-03-03 00:00:00
Heritage Day in Troy (USA),Holiday,Medium,LarkSt_Troy_USA,2021-05-26 00:00:00
National Celebration in Albany (USA),Holiday,Low,TenBroeckSt_Albany_USA,2022-02-20 00:00:00
Startup Meetup in Albany (USA),Conference,High,TenBroeckSt_Albany_USA,2023-05-28 00:00:00
AI Congress in Albany (USA),Conference,High,ClintonAve_Albany_USA,2025-07-07 00:00:00
Tech Conference in Albany (USA),Conference,High,ClintonAve_Albany_USA,2014-08-03 00:00:00
Pop Music Live in Albany (USA),Concert,Low,Broadway_Albany_USA,2024-01-21 00:00:00
Tech Conference in Albany (USA),Conference,Medium,Broadway_Albany_USA,2024-08-07 00:00:00
Music Festival in Troy (USA),Festival,High,PearlSt_Troy_USA,2020-10-10 00:00:00
Tech Conference in Troy (USA),Conference,Medium,PearlSt_Troy_USA,2024-03-15 00:00:00
Pop Music Live in Albany (USA),Concert,High,PearlSt_Albany_USA,2018-01-24 00:00:00
City Anniversary in Troy (USA),Holiday,Medium,ClintonAve_Troy_USA,2019-05-18 00:00:00
Classical Concert in Troy (USA),Concert,High,ClintonAve_Troy_USA,2016-06-10 00:00:00
Football Match in Troy (USA),Sports,High,JaySt_Troy_USA,2018-10-23 00:00:00
National Celebration in Albany (USA),Holiday,Medium,WesternAve_Albany_USA,2024-04-13 00:00:00
Football Match in Schenectady (USA),Sports,Low,StateSt_Schenectady_USA,2015-04-20 00:00:00
Food Festival in Schenectady (USA),Festival,High,StateSt_Schenectady_USA,2024-06-02 00:00:00
National Celebration in Schenectady (USA),Holiday,Low,TenBroeckSt_Schenectady_USA,2016-01-14 00:00:00
City Anniversary in Troy (USA),Holiday,High,CentralAve_Troy_USA,2021-04-10 00:00:00
National Celebration in Troy (USA),Holiday,Medium,CentralAve_Troy_USA,2020-03-17 00:00:00
Pop Music Live in Schenectady (USA),Concert,Medium,HudsonAve_Schenectady_USA,2018-06-25 00:00:00
Rock Concert in Albany (USA),Concert,High,Broadway_Albany_USA,2020-01-31 00:00:00
Basketball Tournament in Albany (USA),Sports,Medium,LarkSt_Albany_USA,2024-11-20 00:00:00
Jazz Night in Albany (USA),Concert,Low,LarkSt_Albany_USA,2025-06-19 00:00:00
Heritage Day in Albany (USA),Holiday,Low,WesternAve_Albany_USA,2021-01-01 00:00:00
Local Holiday in Albany (USA),Holiday,Low,WesternAve_Albany_USA,2022-09-07 00:00:00
Jazz Night in Albany (USA),Concert,Medium,Broadway_Albany_USA,2020-04-17 00:00:00
Music Festival in Albany (USA),Festival,Low,Broadway_Albany_USA,2019-10-18 00:00:00
Cultural Festival in Albany (USA),Festival,High,MadisonAve_Albany_USA,2015-02-02 00:00:00
Tech Conference in Albany (USA),Conference,Medium,MadisonAve_Albany_USA,2019-08-03 00:00:00
Heritage Day in Schenectady (USA),Holiday,Medium,StateSt_Schenectady_USA,2018-06-15 00:00:00
Startup Meetup in Schenectady (USA),Conference,Low,StateSt_Schenectady_USA,2014-11-22 00:00:00
Jazz Night in Albany (USA),Concert,High,DelawareAve_Albany_USA,2023-04-20 00:00:00
Jazz Night in Albany (USA),Concert,Low,DelawareAve_Albany_USA,2021-07-21 00:00:00
Classical Concert in Troy (USA),Concert,High,WesternAve_Troy_USA,2015-01-28 00:00:00
Tech Conference in Schenectady (USA),Conference,Medium,LarkSt_Schenectady_USA,2019-12-07 00:00:00
Food Festival in Schenectady (USA),Festival,High,LarkSt_Schenectady_USA,2015-05-11 00:00:00
Business Summit in Albany (USA),Conference,High,ClintonAve_Albany_USA,2017-08-24 00:00:00
Tech Conference in Albany (USA),Conference,High,HudsonAve_Albany_USA,2015-09-30 00:00:00
Football Match in Albany (USA),Sports,High,MadisonAve_Albany_USA,2019-07-04 00:00:00
Business Summit in Albany (USA),Conference,Medium,MadisonAve_Albany_USA,2023-04-10 00:00:00
Triathlon in Albany (USA),Sports,Low,MadisonAve_Albany_USA,2023-06-18 00:00:00
Rock Concert in Albany (USA),Concert,Medium,MadisonAve_Albany_USA,2025-07-13 00:00:00
Triathlon in Schenectady (USA),Sports,Medium,SouthSt_Schenectady_USA,2023-02-19 00:00:00
National Celebration in Schenectady (USA),Holiday,High,SouthSt_Schenectady_USA,2019-06-07 00:00:00
Football Match in Albany (USA),Sports,High,ClintonAve_Albany_USA,2022-09-24 00:00:00
Tech Conference in Albany (USA),Conference,High,ClintonAve_Albany_USA,2017-06-17 00:00:00
City Anniversary in Schenectady (USA),Holiday,Medium,HudsonAve_Schenectady_USA,2019-11-02 00:00:00
Classical Concert in Schenectady (USA),Concert,Medium,JaySt_Schenectady_USA,2022-02-28 00:00:00
City Anniversary in Schenectady (USA),Holiday,Medium,JaySt_Schenectady_USA,2016-02-15 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,WesternAve_Albany_USA,2024-11-22 00:00:00
City Anniversary in Albany (USA),Holiday,High,WesternAve_Albany_USA,2018-01-14 00:00:00
Music Festival in Troy (USA),Festival,High,LarkSt_Troy_USA,2021-08-23 00:00:00
AI Congress in Troy (USA),Conference,High,LarkSt_Troy_USA,2024-10-16 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,DelawareAve_Albany_USA,2017-06-28 00:00:00
Cultural Festival in Albany (USA),Festival,High,DelawareAve_Albany_USA,2021-01-17 00:00:00
National Celebration in Troy (USA),Holiday,High,SouthSt_Troy_USA,2022-01-12 00:00:00
Basketball Tournament in Schenectady (USA),Sports,High,LarkSt_Schenectady_USA,2022-03-28 00:00:00
Basketball Tournament in Schenectady (USA),Sports,High,LarkSt_Schenectady_USA,2014-08-13 00:00:00
Music Festival in Albany (USA),Festival,Low,WashingtonAve_Albany_USA,2019-02-09 00:00:00
Music Festival in Albany (USA),Festival,High,WashingtonAve_Albany_USA,2019-07-01 00:00:00
Basketball Tournament in Albany (USA),Sports,Medium,DelawareAve_Albany_USA,2016-08-29 00:00:00
Music Festival in Albany (USA),Festival,High,JaySt_Albany_USA,2021-11-10 00:00:00
Marathon in Albany (USA),Sports,High,JaySt_Albany_USA,2025-03-28 00:00:00
Triathlon in Schenectady (USA),Sports,High,WesternAve_Schenectady_USA,2023-01-23 00:00:00
Classical Concert in Schenectady (USA),Concert,Low,WesternAve_Schenectady_USA,2022-04-19 00:00:00
AI Congress in Troy (USA),Conference,High,WesternAve_Troy_USA,2024-12-29 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,Broadway_Albany_USA,2022-04-05 00:00:00
Startup Meetup in Albany (USA),Conference,Low,Broadway_Albany_USA,2023-04-02 00:00:00
Film Festival in Albany (USA),Festival,Medium,SouthSt_Albany_USA,2018-03-24 00:00:00
Business Summit in Albany (USA),Conference,Medium,WashingtonAve_Albany_USA,2015-04-11 00:00:00
Triathlon in Albany (USA),Sports,Low,WashingtonAve_Albany_USA,2021-09-25 00:00:00
Food Festival in Albany (USA),Festival,High,LarkSt_Albany_USA,2023-02-12 00:00:00
Marathon in Albany (USA),Sports,Medium,WesternAve_Albany_USA,2022-07-09 00:00:00
Music Festival in Troy (USA),Festival,Low,ParkAve_Troy_USA,2015-04-15 00:00:00
AI Congress in Schenectady (USA),Conference,Low,HudsonAve_Schenectady_USA,2024-07-20 00:00:00
National Celebration in Schenectady (USA),Holiday,High,HudsonAve_Schenectady_USA,2021-09-04 00:00:00
Heritage Day in Troy (USA),Holiday,Low,WashingtonAve_Troy_USA,2022-05-07 00:00:00
AI Congress in Troy (USA),Conference,High,WashingtonAve_Troy_USA,2014-07-16 00:00:00
City Anniversary in Albany (USA),Holiday,Medium,Broadway_Albany_USA,2019-01-10 00:00:00
Food Festival in Albany (USA),Festival,Low,Broadway_Albany_USA,2018-10-22 00:00:00
Local Holiday in Albany (USA),Holiday,High,LarkSt_Albany_USA,2020-07-01 00:00:00
Startup Meetup in Albany (USA),Conference,High,LarkSt_Albany_USA,2017-11-22 00:00:00
Music Festival in Albany (USA),Festival,Medium,PearlSt_Albany_USA,2020-06-28 00:00:00
Film Festival in Albany (USA),Festival,Medium,NorthSt_Albany_USA,2021-10-05 00:00:00
Film Festival in Troy (USA),Festival,High,LarkSt_Troy_USA,2016-08-21 00:00:00
AI Congress in Troy (USA),Conference,Low,LarkSt_Troy_USA,2021-07-27 00:00:00
AI Congress in Schenectady (USA),Conference,Low,ParkAve_Schenectady_USA,2024-06-03 00:00:00
National Celebration in Schenectady (USA),Holiday,Low,ParkAve_Schenectady_USA,2014-11-24 00:00:00
Classical Concert in Albany (USA),Concert,Medium,HudsonAve_Albany_USA,2018-11-09 00:00:00
Cultural Festival in Albany (USA),Festival,Medium,HudsonAve_Albany_USA,2020-06-26 00:00:00
Music Festival in Albany (USA),Festival,Medium,LarkSt_Albany_USA,2015-02-15 00:00:00
Film Festival in Albany (USA),Festival,Low,TenBroeckSt_Albany_USA,2016-11-14 00:00:00
Pop Music Live in Albany (USA),Concert,High,MadisonAve_Albany_USA,2024-04-03 00:00:00
Classical Concert in Albany (USA),Concert,High,MadisonAve_Albany_USA,2020-12-29 00:00:00
Triathlon in Albany (USA),Sports,High,WashingtonAve_Albany_USA,2014-09-17 00:00:00
Local Holiday in Albany (USA),Holiday,Low,WashingtonAve_Albany_USA,2022-05-12 00:00:00
Marathon in Schenectady (USA),Sports,Low,PearlSt_Schenectady_USA,2021-08-04 00:00:00
Cultural Festival in Schenectady (USA),Festival,Low,PearlSt_Schenectady_USA,2019-08-12 00:00:00
Marathon in Troy (USA),Sports,Low,WashingtonAve_Troy_USA,2015-10-11 00:00:00
National Celebration in Troy (USA),Holiday,Low,WashingtonAve_Troy_USA,2023-07-09 00:00:00
AI Congress in Schenectady (USA),Conference,Medium,LarkSt_Schenectady_USA,2015-11-07 00:00:00
Classical Concert in Troy (USA),Concert,Medium,Broadway_Troy_USA,2023-11-17 00:00:00
Marathon in Troy (USA),Sports,High,Broadway_Troy_USA,2016-06-10 00:00:00
Music Festival in Albany (USA),Festival,Medium,CentralAve_Albany_USA,2016-01-30 00:00:00
Basketball Tournament in Albany (USA),Sports,High,Broadway_Albany_USA,2016-05-06 00:00:00
